Rua:  ; Origem: 251119059 ; Destino: 1102571559 ; Oneway: True ; Highway: motorway_link
Rua:  ; Origem: 1694610266 ; Destino: 1694610294 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1694610271 ; Destino: 9214294435 ; Oneway: False ; Highway: residential
Rua: Rua de Elvas (31) ; Origem: 1694610271 ; Destino: 10735739660 ; Oneway: False ; Highway: secondary
Rua: Rua de Elvas (32) ; Origem: 1694610271 ; Destino: 1712489149 ; Oneway: False ; Highway: secondary
Rua: Rua do Castelo (12) ; Origem: 1694610278 ; Destino: 1694610092 ; Oneway: False ; Highway: residential
Rua: Rua do Castelo (13) ; Origem: 1694610278 ; Destino: 1694610288 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (2) ; Origem: 1694610278 ; Destino: 1694610300 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (3) ; Origem: 1694610278 ; Destino: 9214294440 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gonçalves Carneiro (3) ; Origem: 1694610288 ; Destino: 1694610230 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gonçalves Carneiro (4) ; Origem: 1694610288 ; Destino: 1694610081 ; Oneway: False ; Highway: residential
Rua: Rua do Castelo (14) ; Origem: 1694610288 ; Destino: 1694610278 ; Oneway: False ; Highway: residential
Rua: Rua do Castelo (15) ; Origem: 1694610288 ; Destino: 1694610187 ; Oneway: False ; Highway: residential
Rua: Rua da Água de Banhos (6) ; Origem: 1694610291 ; Destino: 1694610102 ; Oneway: False ; Highway: residential
Rua: Rua da Fonte (11) ; Origem: 1694610291 ; Destino: 1694610043 ; Oneway: False ; Highway: residential
Rua: Rua da Fonte (12) ; Origem: 1694610291 ; Destino: 1694610056 ; Oneway: False ; Highway: residential
Rua: Rua da Água de Banhos (7) ; Origem: 1694610294 ; Destino: 1694610102 ; Oneway: False ; Highway: residential
Rua: Rua da Água de Banhos (8) ; Origem: 1694610294 ; Destino: 1694610266 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1694610294 ; Destino: 1694610266 ; Oneway: False ; Highway: residential
Rua: Rua Engenheiro António da Silva Gonçalves (2) ; Origem: 1694610295 ; Destino: 1694610305 ; Oneway: False ; Highway: residential
Rua: Rua Engenheiro António da Silva Gonçalves (3) ; Origem: 1694610295 ; Destino: 9872774418 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1694610295 ; Destino: 1696794743 ; Oneway: False ; Highway: residential
Rua: Rua Doutor Mário Cidrais (4) ; Origem: 1694610300 ; Destino: 1694610278 ; Oneway: False ; Highway: residential
Rua: Rua de São João (22) ; Origem: 1694610300 ; Destino: 1694610208 ; Oneway: False ; Highway: residential
Rua: Rua de São João (23) ; Origem: 1694610300 ; Destino: 1694610230 ; Oneway: False ; Highway: residential
Rua: Rua da Fonte (13) ; Origem: 1694610303 ; Destino: 1694610056 ; Oneway: False ; Highway: residential
Rua: Rua da Fonte (14) ; Origem: 1694610303 ; Destino: 1694610218 ; Oneway: False ; Highway: residential
Rua: Rua de Santo António ; Origem: 1694610303 ; Destino: 1696794701 ; Oneway: False ; Highway: residential
Rua: Rua Engenheiro António da Silva Gonçalves (4) ; Origem: 1694610305 ; Destino: 1694610295 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1694610305 ; Destino: 1694610108 ; Oneway: False ; Highway: residential
Rua: Rua Engenheiro António da Silva Gonçalves (5) ; Origem: 1694610305 ; Destino: 9214294435 ; Oneway: False ; Highway: residential
Rua: Rua de São João (24) ; Origem: 1694799291 ; Destino: 1694610187 ; Oneway: False ; Highway: residential, unclassified
Rua: Rua de Santo António (2) ; Origem: 1696794701 ; Destino: 1696794741 ; Oneway: False ; Highway: residential
Rua: Rua de Santo António (3) ; Origem: 1696794701 ; Destino: 5959760496 ; Oneway: False ; Highway: residential
Rua: Rua de Santo António (4) ; Origem: 1696794701 ; Destino: 1694610303 ; Oneway: False ; Highway: residential
Rua: Rua de Santo António (5) ; Origem: 1696794741 ; Destino: 1696794701 ; Oneway: False ; Highway: residential
Rua: Rua Nova do Poente (3) ; Origem: 1696794743 ; Destino: 1694609975 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1696794743 ; Destino: 1694610295 ; Oneway: False ; Highway: residential
Rua: Rua Nova do Poente (4) ; Origem: 1696794743 ; Destino: 1694610213 ; Oneway: False ; Highway: residential
Rua: Rua do Ribeirinho (2) ; Origem: 1712465236 ; Destino: 562920915 ; Oneway: False ; Highway: residential
Rua: Rua da Igreja (18) ; Origem: 1712489149 ; Destino: 1694610026 ; Oneway: False ; Highway: residential
Rua: Rua de Elvas (33) ; Origem: 1712489149 ; Destino: 1694610271 ; Oneway: False ; Highway: secondary
Rua: Rua de Elvas (34) ; Origem: 1712489149 ; Destino: 1694610213 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1712702638 ; Destino: 1737124225 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702638 ; Destino: 1712703439 ; Oneway: False ; Highway: residential
Rua: Rua da Azinheira (5) ; Origem: 1712702638 ; Destino: 1756520095 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente ; Origem: 1712702638 ; Destino: 1712703290 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702646 ; Destino: 1712702669 ; Oneway: False ; Highway: residential
Rua: Rua da Guarda (2) ; Origem: 1712702646 ; Destino: 1693952878 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1712702669 ; Destino: 1712702646 ; Oneway: False ; Highway: residential
Rua: Rua do Escorregadio ; Origem: 1712702669 ; Destino: 1712703178 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702669 ; Destino: 1756520338 ; Oneway: False ; Highway: residential
Rua: Rua das Manas ; Origem: 1712702685 ; Destino: 1756520343 ; Oneway: False ; Highway: residential
Rua: Rua das Manas (2) ; Origem: 1712702685 ; Destino: 1712702720 ; Oneway: False ; Highway: residential
Rua: Rua da Figueira ; Origem: 1712702685 ; Destino: 1712702797 ; Oneway: False ; Highway: residential
Rua: Rua das Manas (3) ; Origem: 1712702720 ; Destino: 1712702685 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702720 ; Destino: 1712702959 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702726 ; Destino: 1756429175 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1712702726 ; Destino: 1756428390 ; Oneway: True ; Highway: secondary
Rua: Rua do Padrão (2) ; Origem: 1712702728 ; Destino: 1712702720 ; Oneway: True ; Highway: residential
Rua: Rua Manuel Gomes Estácio ; Origem: 1712702728 ; Destino: 1712702764 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702754 ; Destino: 9668546182 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1712702754 ; Destino: 2629119043 ; Oneway: False ; Highway: secondary
Rua: Rua Diogo Amado ; Origem: 1712702764 ; Destino: 1712703048 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gomes Estácio (2) ; Origem: 1712702764 ; Destino: 1712702728 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gomes Estácio (3) ; Origem: 1712702764 ; Destino: 1712702814 ; Oneway: False ; Highway: residential
Rua: Rua da Porta Velha ; Origem: 1712702766 ; Destino: 1756520015 ; Oneway: True ; Highway: residential
Rua: Rua Muralha dos Terceiros ; Origem: 1712702766 ; Destino: 1737124225 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702782 ; Destino: 2629119058 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1712702782 ; Destino: 1712702726 ; Oneway: True ; Highway: secondary
Rua: Rua da Figueira (2) ; Origem: 1712702797 ; Destino: 1712702685 ; Oneway: False ; Highway: residential
Rua: Rua da Figueira (3) ; Origem: 1712702797 ; Destino: 1712702965 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gomes Estácio (4) ; Origem: 1712702797 ; Destino: 1712702814 ; Oneway: False ; Highway: residential
Rua: Rua Capitão Eduardo da Câmara ; Origem: 1712702814 ; Destino: 1712702869 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gomes Estácio (5) ; Origem: 1712702814 ; Destino: 1712702764 ; Oneway: False ; Highway: residential
Rua: Rua Manuel Gomes Estácio (6) ; Origem: 1712702814 ; Destino: 1712702797 ; Oneway: False ; Highway: residential
Rua: Rua Varandinha João Domingues ; Origem: 1712702816 ; Destino: 1712702818 ; Oneway: False ; Highway: residential
Rua: ['Terreiro Vasco Martins', 'Rua da Porta Velha'] ; Origem: 1712702816 ; Destino: 1712702766 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1712702818 ; Destino: 1756520421 ; Oneway: False ; Highway: residential
Rua: Rua Varandinha João Domingues (2) ; Origem: 1712702818 ; Destino: 10676013851 ; Oneway: False ; Highway: residential
Rua: Rua Varandinha João Domingues (3) ; Origem: 1712702818 ; Destino: 1712702816 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo ; Origem: 1712702866 ; Destino: 4377514715 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (2) ; Origem: 1712702866 ; Destino: 1712703446 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702869 ; Destino: 1712703048 ; Oneway: False ; Highway: residential
Rua: Rua Capitão Eduardo da Câmara (2) ; Origem: 1712702869 ; Destino: 1712702814 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702869 ; Destino: 1712702965 ; Oneway: False ; Highway: residential
Rua: Rua Mouzinho de Albuquerque (2) ; Origem: 1712702959 ; Destino: 1712703558 ; Oneway: False ; Highway: residential
Rua: Rua Mouzinho de Albuquerque (3) ; Origem: 1712702959 ; Destino: 1756520481 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702959 ; Destino: 1712702720 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702965 ; Destino: 1712703232 ; Oneway: False ; Highway: residential
Rua: Rua da Figueira (4) ; Origem: 1712702965 ; Destino: 1712702797 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702965 ; Destino: 1712703077 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702965 ; Destino: 1712703226 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712702965 ; Destino: 1712702869 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703044 ; Destino: 1712703232 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (2) ; Origem: 1712703044 ; Destino: 1756520015 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (3) ; Origem: 1712703044 ; Destino: 1712703226 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703048 ; Destino: 1712702869 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703048 ; Destino: 2178776582 ; Oneway: False ; Highway: residential
Rua: Rua Diogo Amado (2) ; Origem: 1712703048 ; Destino: 1712702764 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703077 ; Destino: 1712702965 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703077 ; Destino: 1712703323 ; Oneway: True ; Highway: residential
Rua: Travessa Gil Sardinha ; Origem: 1712703178 ; Destino: 1756520338 ; Oneway: False ; Highway: residential
Rua: ['Largo do Colégio', 'Rua do Escorregadio'] ; Origem: 1712703178 ; Destino: 10294336973 ; Oneway: False ; Highway: residential
Rua: Rua do Escorregadio (2) ; Origem: 1712703178 ; Destino: 1712702669 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (4) ; Origem: 1712703226 ; Destino: 1712703044 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (5) ; Origem: 1712703226 ; Destino: 1712703290 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703226 ; Destino: 1712702965 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703232 ; Destino: 1712703044 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703232 ; Destino: 1712702965 ; Oneway: False ; Highway: residential
Rua: Rua da Caldeirona ; Origem: 1712703232 ; Destino: 1756520421 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (6) ; Origem: 1712703290 ; Destino: 1712703226 ; Oneway: False ; Highway: residential
Rua: Rua Nova Vicente (7) ; Origem: 1712703290 ; Destino: 1712702638 ; Oneway: False ; Highway: residential
Rua: Praça dos Combatentes da Grande Guerra ; Origem: 1712703290 ; Destino: 1756520247 ; Oneway: False ; Highway: residential
Rua: Praça dos Combatentes da Grande Guerra (2) ; Origem: 1712703290 ; Destino: 10782125915 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703293 ; Destino: 1712703341 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1712703323 ; Destino: 1756520247 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703323 ; Destino: 1712703077 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1712703341 ; Destino: 562914255 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1712703341 ; Destino: 9502335976 ; Oneway: False ; Highway: residential
Rua: Rua do Touro ; Origem: 1712703353 ; Destino: 1712703539 ; Oneway: False ; Highway: residential
Rua: Rua Governador Sanches Manuel (3) ; Origem: 1712703353 ; Destino: 1601401386 ; Oneway: True ; Highway: residential
Rua: Travessa das Almas (4) ; Origem: 1712703401 ; Destino: 1693952816 ; Oneway: False ; Highway: residential
Rua: Rua Sá da Bandeira ; Origem: 1712703401 ; Destino: 1712703446 ; Oneway: True ; Highway: residential
Rua: Arco da Senhora da Encarnação ; Origem: 1712703401 ; Destino: 1756519973 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703439 ; Destino: 1712702638 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (3) ; Origem: 1712703446 ; Destino: 1712702866 ; Oneway: False ; Highway: residential
Rua: Rua Sá da Bandeira (2) ; Origem: 1712703446 ; Destino: 1756520247 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1712703539 ; Destino: 10711122550 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (4) ; Origem: 1712703539 ; Destino: 1756520419 ; Oneway: False ; Highway: residential
Rua: Travessa Nova do Espírito Santo (5) ; Origem: 1712703539 ; Destino: 4377514715 ; Oneway: False ; Highway: residential
Rua: Rua do Touro (2) ; Origem: 1712703539 ; Destino: 1712703353 ; Oneway: False ; Highway: residential
Rua: Rua Varandinha João Domingues (4) ; Origem: 1712703558 ; Destino: 10676013851 ; Oneway: False ; Highway: residential
Rua: Rua Mouzinho de Albuquerque (4) ; Origem: 1712703558 ; Destino: 1712702959 ; Oneway: False ; Highway: residential
Rua: Beco do Quartel ; Origem: 1712703558 ; Destino: 6943650463 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737121335 ; Destino: 10919950172 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1737121335 ; Destino: 2373401643 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737121350 ; Destino: 2373401737 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737121350 ; Destino: 1737121547 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1737121547 ; Destino: 2373283850 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737121547 ; Destino: 1737121350 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1737123162 ; Destino: 251119227 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1737123162 ; Destino: 6299385422 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737123162 ; Destino: 2373202239 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123819 ; Destino: 1737123840 ; Oneway: True ; Highway: primary
Rua: Rossio do Meio (3) ; Origem: 1737123824 ; Destino: 11778490892 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1737123824 ; Destino: 1737123819 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123835 ; Destino: 1737123824 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123840 ; Destino: 10218137628 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123840 ; Destino: 1737123870 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123865 ; Destino: 562907875 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123865 ; Destino: 1737123835 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1737123870 ; Destino: 1737123865 ; Oneway: True ; Highway: primary
Rua: Autoestrada do Alentejo Central (26) ; Origem: 1737123893 ; Destino: 10679565270 ; Oneway: True ; Highway: motorway
Rua:  ; Origem: 1737124209 ; Destino: 1756480440 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 1737124209 ; Destino: 1984703252 ; Oneway: False ; Highway: tertiary
Rua:  ; Origem: 1737124209 ; Destino: 1737124269 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124225 ; Destino: 1712702638 ; Oneway: False ; Highway: residential
Rua: Rua Muralha dos Terceiros (2) ; Origem: 1737124225 ; Destino: 1712702766 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124225 ; Destino: 1756520165 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124269 ; Destino: 1737124411 ; Oneway: False ; Highway: residential, unclassified
Rua:  ; Origem: 1737124269 ; Destino: 1737124334 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737124269 ; Destino: 1984703181 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124269 ; Destino: 1737124209 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124334 ; Destino: 1737124269 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737124334 ; Destino: 3772224257 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737124334 ; Destino: 1737124411 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737124411 ; Destino: 1737124269 ; Oneway: False ; Highway: residential, unclassified
Rua:  ; Origem: 1737124411 ; Destino: 3772224027 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1737124411 ; Destino: 1737124334 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1737125006 ; Destino: 1102571357 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737125006 ; Destino: 1102571434 ; Oneway: True ; Highway: motorway_link
Rua:  ; Origem: 1737125023 ; Destino: 371165092 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737125032 ; Destino: 1737125023 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737125032 ; Destino: 1102571357 ; Oneway: True ; Highway: motorway_link
Rua:  ; Origem: 1737125036 ; Destino: 10705170953 ; Oneway: False ; Highway: residential, unclassified
Rua:  ; Origem: 1737125075 ; Destino: 1737125032 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737125115 ; Destino: 1737125075 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737125115 ; Destino: 371165088 ; Oneway: True ; Highway: motorway_link
Rua:  ; Origem: 1737125153 ; Destino: 1618722198 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1737125153 ; Destino: 1737125115 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777444 ; Destino: 1737777454 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777453 ; Destino: 375789086 ; Oneway: True ; Highway: secondary_link
Rua:  ; Origem: 1737777453 ; Destino: 1737777444 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777454 ; Destino: 1737777456 ; Oneway: True ; Highway: unclassified
Rua:  ; Origem: 1737777454 ; Destino: 1737777464 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777456 ; Destino: 1737777464 ; Oneway: True ; Highway: unclassified
Rua: Avenida Augusto de Andrade (4) ; Origem: 1737777456 ; Destino: 1112492375 ; Oneway: False ; Highway: residential, unclassified
Rua:  ; Origem: 1737777458 ; Destino: 1737777453 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777462 ; Destino: 1737777458 ; Oneway: True ; Highway: secondary_link
Rua:  ; Origem: 1737777462 ; Destino: 2003173303 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1737777464 ; Destino: 1737777468 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777467 ; Destino: 1737777462 ; Oneway: True ; Highway: secondary_link
Rua:  ; Origem: 1737777467 ; Destino: 1737777458 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777468 ; Destino: 1737777503 ; Oneway: True ; Highway: secondary_link
Rua:  ; Origem: 1737777468 ; Destino: 1737777496 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777496 ; Destino: 1737777467 ; Oneway: True ; Highway: secondary
Rua:  ; Origem: 1737777503 ; Destino: 1737777496 ; Oneway: True ; Highway: secondary_link
Rua:  ; Origem: 1737777503 ; Destino: 4009289909 ; Oneway: False ; Highway: secondary
Rua:  ; Origem: 1756325786 ; Destino: 1183104331 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1756325786 ; Destino: 1183104331 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756325786 ; Destino: 1182954769 ; Oneway: False ; Highway: unclassified
Rua:  ; Origem: 1756358803 ; Destino: 1756358998 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358803 ; Destino: 1756359043 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358803 ; Destino: 1756358928 ; Oneway: False ; Highway: residential
Rua: Rua Carlos do Carmo ; Origem: 1756358806 ; Destino: 1756359080 ; Oneway: False ; Highway: residential
Rua: Rua Carlos do Carmo (2) ; Origem: 1756358806 ; Destino: 1756359203 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358806 ; Destino: 1756358928 ; Oneway: False ; Highway: residential
Rua: Rua de Paris (2) ; Origem: 1756358810 ; Destino: 1187957110 ; Oneway: True ; Highway: residential
Rua: Rua de Bruxelas ; Origem: 1756358810 ; Destino: 1756358887 ; Oneway: False ; Highway: residential
Rua: Rua Vicente Caldeira (4) ; Origem: 1756358814 ; Destino: 1520186516 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358819 ; Destino: 1756359043 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358819 ; Destino: 1756359043 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358819 ; Destino: 2402220970 ; Oneway: False ; Highway: residential
Rua: Estada de Santa Rita (16) ; Origem: 1756358828 ; Destino: 1177090252 ; Oneway: False ; Highway: secondary
Rua: Estada de Santa Rita (17) ; Origem: 1756358828 ; Destino: 10776102640 ; Oneway: True ; Highway: secondary
Rua: Rua Xanana Gusmão ; Origem: 1756358829 ; Destino: 10571956246 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358829 ; Destino: 10571956246 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358829 ; Destino: 1520186519 ; Oneway: False ; Highway: residential
Rua: Rua de Portalegre (4) ; Origem: 1756358833 ; Destino: 4376546471 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358833 ; Destino: 1756359196 ; Oneway: False ; Highway: residential
Rua: Rua de Portalegre (5) ; Origem: 1756358833 ; Destino: 1184702837 ; Oneway: False ; Highway: residential
Rua: Avenida 14 de Janeiro (8) ; Origem: 1756358855 ; Destino: 1693952852 ; Oneway: False ; Highway: residential
Rua: Avenida de Badajoz (36) ; Origem: 1756358855 ; Destino: 1184703159 ; Oneway: True ; Highway: primary
Rua:  ; Origem: 1756358868 ; Destino: 3545931765 ; Oneway: False ; Highway: residential
Rua: Rua António José Torres de Carvalho (3) ; Origem: 1756358868 ; Destino: 1601401209 ; Oneway: False ; Highway: residential
Rua: Rua António José Torres de Carvalho (4) ; Origem: 1756358868 ; Destino: 3545931769 ; Oneway: False ; Highway: residential
Rua: Rua António Sequeira Lopes (2) ; Origem: 1756358868 ; Destino: 1601401272 ; Oneway: False ; Highway: residential
Rua: Rua Vicente Caldeira (5) ; Origem: 1756358875 ; Destino: 1756359144 ; Oneway: False ; Highway: residential
Rua: Rua Vicente Caldeira (6) ; Origem: 1756358875 ; Destino: 10571956244 ; Oneway: False ; Highway: residential
Rua: Rua Vicente Caldeira (7) ; Origem: 1756358875 ; Destino: 10571956244 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358879 ; Destino: 1756358998 ; Oneway: False ; Highway: residential
Rua: Rua Francisco Mendes (5) ; Origem: 1756358880 ; Destino: 1177916207 ; Oneway: False ; Highway: residential
Rua: Rua Francisco Mendes (6) ; Origem: 1756358880 ; Destino: 3545045696 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358880 ; Destino: 1175543566 ; Oneway: False ; Highway: residential
Rua: Estrada da Carvalha (12) ; Origem: 1756358881 ; Destino: 1177916655 ; Oneway: False ; Highway: residential
Rua: Rua dos Bombeiros Voluntáriosa de Elvas (10) ; Origem: 1756358881 ; Destino: 1176961776 ; Oneway: False ; Highway: primary
Rua:  ; Origem: 1756358881 ; Destino: 1176961234 ; Oneway: False ; Highway: primary
Rua: Rua de São Paulo ; Origem: 1756358885 ; Destino: 1756359094 ; Oneway: False ; Highway: residential
Rua: Avenida da Piedade (4) ; Origem: 1756358885 ; Destino: 10223866786 ; Oneway: False ; Highway: residential
Rua: Avenida da Piedade (5) ; Origem: 1756358885 ; Destino: 1184703015 ; Oneway: False ; Highway: residential
Rua: Rua de Bruxelas (2) ; Origem: 1756358887 ; Destino: 1756358810 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358904 ; Destino: 10658490294 ; Oneway: False ; Highway: residential
Rua: Rua de Lisboa (5) ; Origem: 1756358904 ; Destino: 1187957504 ; Oneway: False ; Highway: residential
Rua: Rua de Lisboa (6) ; Origem: 1756358904 ; Destino: 1756358970 ; Oneway: False ; Highway: residential
Rua: Rua de Londres ; Origem: 1756358922 ; Destino: 1756359008 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358926 ; Destino: 1756359043 ; Oneway: False ; Highway: residential
Rua: Rua António Forsado Correia ; Origem: 1756358927 ; Destino: 1756358988 ; Oneway: False ; Highway: residential
Rua: Rua António Forsado Correia (2) ; Origem: 1756358927 ; Destino: 1756358927 ; Oneway: False ; Highway: residential
Rua: Rua António Forsado Correia (3) ; Origem: 1756358927 ; Destino: 1756358927 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358928 ; Destino: 1756359153 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358928 ; Destino: 1756358803 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358928 ; Destino: 1756358806 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358931 ; Destino: 1756359196 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358931 ; Destino: 1520186757 ; Oneway: True ; Highway: residential
Rua: Rua Domingos C. Lavadinho ; Origem: 1756358931 ; Destino: 1756359176 ; Oneway: False ; Highway: residential
Rua: Avenida da Piedade (6) ; Origem: 1756358931 ; Destino: 1184702921 ; Oneway: False ; Highway: residential
Rua: Rua Padre Zeferino ; Origem: 1756358933 ; Destino: 10223866787 ; Oneway: False ; Highway: living_street
Rua:  ; Origem: 1756358933 ; Destino: 1756480517 ; Oneway: True ; Highway: residential
Rua:  ; Origem: 1756358933 ; Destino: 10223866782 ; Oneway: False ; Highway: residential
Rua:  ; Origem: 1756358938 ; Destino: 10658490294 ; Oneway: False ; Highway: residential
Rua: Rua de Paris (3) ; Origem: 1756358954 ; Destino: 10554804865 ; Oneway: True ; Highway: residential
Rua: Rua de Lisboa (7) ; Origem: 1756358954 ; Destino: 1756358970 ; Oneway: False ; Highway: residential
Rua: Rua de Lisboa (8) ; Origem: 1756358970 ; Destino: 1756358904 ; Oneway: False ; Highway: residential
